"rep","run","bf_no_rvar","bf_rvar"
37,19,5.60916902900947e-22,1.45744629516683e-06
38,19,5.23390006125592e-27,1.41345903107907e-09
39,19,3.0264293397381e-21,1.99242571510831e-07
40,19,8.28079543288199e-16,2.43887363130322e-06
41,19,4.79707694394294e-21,5165.42234843143
42,19,1.91459547594615e-18,191028.835785442
43,19,2.53818049904643e-14,3024.38290719357
44,19,1.04461617302275e-19,471304.491818411
45,19,7.59628914298173e-17,1.02057740890245e-05
46,19,9.53475898196747e-16,8.72686143329304e-07
47,19,3.40419247911686e-16,0.00182051056799366
48,19,1.38737852448875e-26,1.43328077498904e-06
49,19,1.87624876673344e-15,117.876500652437
50,19,4.22520275689578e-23,1.47959231570792e-06
51,19,1.82130464745909e-20,1.63777833483989e-09
52,19,1.4244058684318e-23,5.72796769428239e-07
53,19,1.19604037367567e-16,53.2178362367286
54,19,1.19056502574849e-24,0.0336930013868895
55,19,2.50444970259221e-22,0.00455108479100467
56,19,1.69733205218305e-21,0.00294861340582778
57,19,3.94275077972817e-18,0.00205425976833108
58,19,3.46327159301821e-22,0.0145615402777695
59,19,2.67122907225847e-19,3.97654203160828e-09
60,19,1.18736429814127e-19,6.61002642206637e-09
61,19,2.26309088788622e-13,0.258443243834901
62,19,1.84362946271022e-20,1.68071138485478e-08
63,19,1.93253871071806e-23,0.000151422765540877
64,19,8.5541454945579e-18,0.272077829301795
65,19,1.58966383334759e-19,0.0111440566776624
66,19,8.52731045127622e-19,2.43514895650209e-08
67,19,3.61770114839414e-18,0.496576390534364
68,19,5.56799837022337e-18,3.00307279198161e-05
69,19,1.45146824821251e-20,1395.83622567802
70,19,1.67852416249507e-21,9.22379290582137e-05
71,19,5.05112359318422e-17,5.91119344709605e-05
72,19,3.28287326596602e-19,1.65579441649412e-09
73,19,1.90754410756338e-19,6.3450326853349e-09
74,19,6.83615194665495e-19,486.786792466945
75,19,6.08011399217096e-22,0.0812168009122922
76,19,2.0178678835567e-20,1.05189583668899e-07
77,19,2.64613546534482e-19,0.358415564358713
78,19,7.13135057827475e-17,4.09345853283238e-05
79,19,3.16043184329644e-20,3.36644992183823e-07
80,19,2.21693818655305e-17,0.0432857582090501
81,19,2.44082442729084e-16,0.0338436771510172
82,19,4.49299652296632e-20,3704.20026163848
83,19,2.36043012988983e-18,1.20036372781029e-06
84,19,8.64654455730888e-15,7.59727276773007e-05
85,19,4.70148251717136e-24,52.2677537988051
86,19,5.98573214779382e-15,4.22857865558654e-07
87,19,1.20991290344124e-17,2.02287830791329
88,19,4.11346621327945e-19,5.15210802108238e-05
89,19,6.65250595423442e-15,2.8629368239836e-05
90,19,4.03526215768245e-19,0.0582988298493297
91,19,4.82317096183784e-15,209.274202983171
92,19,1.58147251378104e-22,0.00255799237992878
93,19,2.46158007941619e-19,9.67740558239304e-06
94,19,8.40851747094721e-24,164240.440959723
95,19,8.91641571789862e-23,3.04848586005578e-10
96,19,1.92137266221194e-13,0.0975047689049334
97,19,1.55558235390991e-24,0.0355908002602694
98,19,2.341857450885e-22,1.60344707794225e-06
99,19,1.99889590348142e-20,2.64644434123461e-05
100,19,3.11664649806893e-16,1.74025416400646e-07
1,20,6.29619018623297e-20,0.00681214569322932
2,20,9.39636595448113e-18,0.000308690166161187
3,20,9.65395690181441e-19,4035401.02327242
4,20,2.47469452740153e-21,0.0166943313618852
5,20,1.59114091437705e-22,0.00290595418356943
6,20,1.65236944019468e-19,476014.595198457
7,20,5.67004610623184e-13,3.23993542988052
8,20,3.72056674275374e-14,0.124563797243886
9,20,9.05570978997906e-19,135.269677293047
10,20,3.31215479385073e-16,10.6727563649841
11,20,5.89547041109916e-15,0.558121862362196
12,20,1.76849708217416e-18,28026537.098463
13,20,2.97740809506446e-15,7629097467.06281
14,20,1.26510580199291e-18,0.217757585309319
15,20,1.22758443786679e-19,243912.010935362
16,20,2.89791162700879e-16,0.000741819886977936
17,20,4.26117790380672e-21,1.56870581718733e-06
18,20,1.9669672438562e-19,18850.0816520162
19,20,9.77398531737611e-19,7.14650536270141
20,20,2.99101299459348e-21,1.43482216050484
21,20,1.34603513957447e-17,49.2931305684921
22,20,4.77306433511933e-21,0.0114746994850315
23,20,5.80469350810068e-18,55084.8818969705
24,20,3.088971584639e-14,130.662175489027
25,20,1.78050129445034e-17,373948.393902593
26,20,1.9421809140498e-20,0.0262257824918305
27,20,2.81648678604918e-18,0.139450521755585
28,20,1.1220157509781e-17,5718.12442267315
29,20,2.46243907390475e-20,0.006163189602158
30,20,2.90576338832954e-21,0.65027903973223
31,20,7.07991898667883e-18,0.000313770734517804
32,20,2.01904585217814e-16,4.71398505551748e-05
33,20,7.28552120135874e-16,20.5104827969256
34,20,3.76798987039024e-14,1319224.64258896
35,20,2.13820289165521e-18,3.65402683263505
36,20,6.44322465261756e-20,48.6294276475234
37,20,3.12252775648691e-16,32.1533903485088
38,20,2.09331577958764e-18,222.98103356893
39,20,8.71693485097214e-19,0.0274968883822862
40,20,1.72186808880965e-20,0.00113836117041901
41,20,9.51944169856466e-18,2.39979106180683
42,20,1.45885984391678e-13,285693891.169723
43,20,5.28948146625214e-19,23.204605451949
44,20,4.2371671819835e-15,7128.19634971672
45,20,7.47798395949817e-14,8701.12390964696
46,20,3.94263846894069e-14,94971.435918315
47,20,1.74248438310025e-22,10.9690386083132
48,20,1.41634066229641e-17,9216.17245597418
49,20,2.57897196541083e-21,1732797.12079288
50,20,8.13521593653998e-12,51.5338960371809
51,20,1.11501810938747e-12,0.000266751654599179
52,20,2.47687415248536e-17,0.67101977635252
53,20,2.07020870067853e-21,0.00481799597454947
54,20,1.06939275886456e-14,2602690.43160274
55,20,1.21757794338113e-17,0.252294357695458
56,20,1.98151550338056e-20,72074.4936762358
57,20,3.26181090542098e-19,1001.27571751602
58,20,5.03202620089984e-16,0.0164121899270709
59,20,4.9262779067112e-13,24.5618330302276
60,20,1.59293130798422e-16,0.00884808789445854
61,20,7.5525739691309e-15,163562.311941975
62,20,1.92480761080475e-19,12598453170.5234
63,20,3.97589402695003e-21,0.121620694916438
64,20,7.55190808983872e-15,0.263464448839411
65,20,7.03545892257792e-23,1.31964520113156
66,20,2.74000539472103e-14,3815.52714001601
67,20,3.09901101092491e-18,28.3332545736921
68,20,9.82085702122326e-18,2710.19287468679
69,20,6.10228636687977e-16,8453.30382946703
70,20,3.87916376884504e-17,8041.18519173323
71,20,9.94522341714097e-17,0.00314371423890818
72,20,2.4324686874276e-21,0.0514419394449047
73,20,4.1481302993357e-13,0.278106224647593
74,20,1.58506182845299e-21,11457.18096027
75,20,4.62291364396961e-17,1.56545225877232e-05
76,20,1.90654944022103e-18,2373828.12704994
77,20,2.85654509278182e-21,0.83710358296337
78,20,2.76084300953019e-16,0.253560199870994
79,20,8.88082854192479e-13,4.62877181788362
80,20,1.09171551641035e-16,1500.35652559342
81,20,5.16925936376152e-22,0.0914243398028717
82,20,2.36340751577563e-16,0.00508597074602855
83,20,5.22492923247674e-16,0.0262338640601245
84,20,1.12957890394432e-19,2.31035352291923
85,20,3.84438996307682e-12,0.147860324491818
86,20,4.14867421753046e-18,1390.6357171041
87,20,5.64184928648085e-17,30.5906268332684
88,20,4.36768216871809e-21,0.0183867247603294
89,20,1.74739981021735e-18,12.4146932785656
90,20,2.25440289580987e-18,4194.17751263376
91,20,9.9971582142172e-22,0.0195206411355775
92,20,3.93120493671183e-19,12038.20537677
93,20,1.10063226363078e-19,0.000784689170463674
94,20,3.12550456348748e-17,0.108559587594533
95,20,2.10102755837833e-18,636695.144688772
96,20,6.10007995318803e-14,4938699067200.01
97,20,3.30716259034927e-15,0.000644702971065323
98,20,8.51035769352335e-23,1532.22077116981
99,20,1.61524564235824e-18,0.000315713233224692
100,20,7.88972987106478e-22,107929137.640935
