"rep","run","trial","bf_no_rvar","bf_rvar"
51,7,8,2.30274680082798e-13,129.328941646994
51,7,9,9.50280903719918e-24,354610960958986
51,7,10,2.89023623026219e-22,47595967446313.5
51,7,11,3.01121118455475e-24,4903455676537847
51,7,12,2.64518810523484e-29,785091723691503
51,7,13,1.82095341168622e-24,17219564757946.5
51,7,14,9.8339599257717e-29,5101468882552.81
51,7,15,1.22240168783971e-19,65417.4755363845
51,7,16,6.08018692464619e-19,9.10314293627824e+21
51,7,17,4.63993307906425e-26,44.7974266308515
51,7,18,2.17381143451851e-24,13818863446930008
51,7,19,1.89552470437741e-29,1423485671.96947
51,7,20,1.80919040658877e-24,13455371937108.7
52,7,1,1.00324203177516e-18,99513.457461267
52,7,2,3.94284118565234e-19,3585794.03323816
52,7,3,2.86628729484904e-19,2012107973.61811
52,7,4,4.87634530452328e-11,1792827130.24536
52,7,5,2.14665501732348e-10,14801530.4652724
52,7,6,3.0989368611888e-28,707.610492786097
52,7,7,4.05135270894045e-24,119604.68317468
52,7,8,1.65441697017511e-20,187559.210476995
52,7,9,2.21615740266463e-17,209591352361.483
52,7,10,1.84777858604504e-15,16698786.3438617
52,7,11,9.80354215298038e-16,185235064038162368
52,7,12,2.00572054928405e-21,40308285948531872
52,7,13,1.72542426591717e-19,1510.19448498506
52,7,14,5.33779607519944e-15,8.21262643679023
52,7,15,1.18898355052044e-16,37.2340222554907
52,7,16,4.93071376920201e-16,237105452377405
52,7,17,1.33157648117866e-15,149.689024816228
52,7,18,1.47994456387476e-09,362812890903.107
52,7,19,3.32975464786066e-28,93375563.1390524
52,7,20,2.01874552617387e-20,938826.549313264
53,7,1,2.25782859537759e-21,11715898034.5859
53,7,2,5.98004075300212e-21,7721344311.11564
53,7,3,1.13263911419042e-25,313914210706.864
53,7,4,1.50374436243659e-13,145567224874086
53,7,5,1.68238536505787e-11,11569057831460820992
53,7,6,1.37818084314186e-28,4990965084.9585
53,7,7,4.60319107353601e-20,29120214314.3142
53,7,8,1.04234433929482e-20,165.415581497842
53,7,9,4.53122043041444e-20,163386436118182336
53,7,10,1.34177511380286e-18,10526723693652758
53,7,11,2.58267787503991e-16,19363989557208.9
53,7,12,2.89866059218721e-22,173134609843862592
53,7,13,1.05268413676849e-20,8271726.78514915
53,7,14,6.32817505349253e-25,228266.23668005
53,7,15,3.92505446000283e-19,45.3403114671621
53,7,16,3.02860657151246e-18,408784950109966912
53,7,17,1.40053690373397e-19,893.248591182042
53,7,18,3.32299793969079e-23,1170980167650210
53,7,19,9.72310381767453e-29,324773472480227
53,7,20,2.13335674980518e-24,8221.66499211385
54,7,1,2.7953847901744e-23,8685743972056991
54,7,2,3.39052391116789e-15,149423596376619424
54,7,3,1.12751564467307e-22,23332530498405670912
54,7,4,1.33748171622165e-15,1175689775647438592
54,7,5,5.94655894680675e-11,105120336378891
54,7,6,3.05194508246478e-30,179516724676.275
54,7,7,5.55644353549968e-23,7550004576009.13
54,7,8,9.32743607016318e-21,85530.1626670166
54,7,9,6.96609715967428e-21,4.5733634985332e+19
54,7,10,1.11242533882534e-18,22196906075218984
54,7,11,5.73159716771388e-18,2497629231840.59
54,7,12,6.61798944925343e-26,80039740016634768
54,7,13,1.02692017011608e-16,4309905.72840342
54,7,14,5.4917425094521e-25,6809.02945058732
54,7,15,1.13085455917286e-14,72.2799061179375
54,7,16,9.32196880776011e-11,65788634488906194944
54,7,17,1.11365705164346e-18,1450455.9131695
54,7,18,8.03646744022553e-24,4802880861783672832
54,7,19,2.04223498753822e-27,3398373326294608896
54,7,20,1.76068047106356e-21,11.6266879595454
55,7,1,5.10937343118473e-17,794871959348.951
55,7,2,1.57736340622432e-12,550851899.451458
55,7,3,6.41452156660334e-21,13721418836616.7
55,7,4,4.57773643766176e-09,1210351435.25414
55,7,5,9.67787709258103e-09,4.29596763853989e+23
55,7,6,1.35449888410399e-24,35621197543735.5
55,7,7,8.2781766936558e-24,1439080161.8247
55,7,8,1.08741972268231e-15,48283.4277245167
55,7,9,5.69044168705037e-14,6517925894877452
55,7,10,3.17069624476533e-19,29703187474906.3
55,7,11,5.20580189059607e-11,3705561103457864
55,7,12,9.87395322812077e-20,183771808031603
55,7,13,1.73406150959838e-17,2939509161.76232
55,7,14,1.82806063542482e-21,2271795224.98434
55,7,15,1.1882042253346e-20,22.1219119187655
55,7,16,1.58076847563353e-18,37356845112815392
55,7,17,7.54574314723279e-16,17167506.0316771
55,7,18,4.05540965652457e-18,15447207335045.3
55,7,19,1.48444167221744e-22,1.37527746290077e+21
55,7,20,4.42331402864485e-18,224378.806556082
56,7,1,6.4900794887131e-24,298546790245.497
56,7,2,1.64065788312453e-23,2119439999.23121
56,7,3,6.76997970353651e-22,12708395448920.5
56,7,4,3.74930753648462e-14,136424255602444
56,7,5,7.35150354573063e-13,6.12476226650758e+25
56,7,6,2.74762040407598e-28,21433389.8814511
56,7,7,4.62509992436893e-26,24863978975.9429
56,7,8,2.26627153573943e-23,7.00235758769349
56,7,9,2.95254472673593e-20,4018409433750716
56,7,10,5.04123465504015e-23,1315954798523.82
56,7,11,1.80013159840103e-21,5156956981535.68
56,7,12,5.32399693339984e-26,101300023714780704
56,7,13,1.11599083228158e-21,123098846.778491
56,7,14,8.38207535378652e-30,702179.077301077
56,7,15,5.0111461135501e-21,534.126387870208
56,7,16,1.9131066745378e-14,3.71747868704577e+25
56,7,17,5.50098548886261e-23,94116.0117641137
56,7,18,3.27931815456506e-28,435616620370973
56,7,19,6.14020820827675e-23,5494014537509603328
56,7,20,1.20144954221846e-23,1511556922.77268
57,7,1,6.63133878061831e-21,23991795266106956
57,7,2,1.06641559465709e-17,49577673388.9603
57,7,3,9.79847456220367e-22,37202459.1515599
57,7,4,2.27352061644968e-13,2090364531911604
57,7,5,2.52488175458285e-11,7827724204345353216
57,7,6,3.94496911212801e-25,13719819.5893424
57,7,7,2.63242040029177e-20,1794480886897.47
57,7,8,1.91158367327232e-18,3.50745775136122
57,7,9,1.53409290603167e-24,14763708725749.8
57,7,10,1.31666432982993e-21,296266809383229
57,7,11,1.14115027127346e-17,2737242907.51225
57,7,12,2.60836464962616e-25,2825381180134.23
57,7,13,2.87485061423031e-20,25150.9737363694
57,7,14,4.52548634153327e-21,30637820.6566019
57,7,15,4.5135496466797e-15,2.12189184566564
57,7,16,4.79009270733066e-16,25445311962332636
57,7,17,1.11601502159685e-18,33.4054732118869
57,7,18,2.36878519165264e-24,4050376799718056
57,7,19,4.2238946247933e-22,333131681617006
57,7,20,5.07024790482794e-27,0.292962636424306
58,7,1,2.79662077924641e-22,217600966623.35
58,7,2,1.07212612669441e-15,153205.551144164
58,7,3,1.52983335911351e-25,36550047806445.6
58,7,4,6.34633737235713e-13,11475068870561
58,7,5,5.55330818401627e-12,927458665282994816
58,7,6,6.65069655255607e-29,274937248.472739
58,7,7,4.1372359821804e-22,508680.093084299
58,7,8,6.64253991879001e-19,0.355087745765578
58,7,9,2.55368045912711e-20,164187722914.762
58,7,10,2.69977562979753e-23,2642096199.36815
58,7,11,4.75386183685092e-15,84637643334.5661
58,7,12,5.94782414423957e-25,8560815965951.78
58,7,13,2.86949346431689e-17,215987752.94098
58,7,14,4.59934807227641e-24,213561556.981157
58,7,15,1.33441612824313e-15,472725.281864626
58,7,16,5.9636420904953e-16,60642541728718.2
58,7,17,1.0747642301769e-16,0.255628005456569
58,7,18,2.93039264624398e-23,22688703496148992
58,7,19,1.91676529836612e-23,28379425070068.8
58,7,20,1.0418202551506e-19,102798621536.912
59,7,1,1.15491598453832e-22,65955327844019.1
59,7,2,9.36669741058426e-17,7287678.41121938
59,7,3,1.64054764043192e-19,26402516347637252
59,7,4,8.73588071262459e-12,59707757423447920
59,7,5,3.69183298606506e-09,983676338317787
59,7,6,3.0161368918817e-31,403306.478167143
59,7,7,2.28613302737056e-26,498880409.930186
59,7,8,5.17187865599548e-22,1142.59419958081
59,7,9,1.67621723802439e-17,12176445760924.6
59,7,10,1.01526876607859e-18,11820390.4400442
59,7,11,1.40456749254158e-16,836671615259.308
59,7,12,1.09670098280155e-24,18806102027631.8
59,7,13,9.35658908012924e-17,85567020.9545486
59,7,14,1.80269586102732e-22,2639206.0675549
59,7,15,4.74919027781298e-21,0.354547080889422
59,7,16,8.71386953350556e-14,2.15338609500182e+22
59,7,17,6.58751562890839e-17,29.2953902504509
59,7,18,6.58830221164795e-27,106825416647744
59,7,19,4.84422087639669e-24,11301119232.7329
59,7,20,4.49330651913772e-16,141664629672.493
60,7,1,1.78086176225063e-15,28469.4851783816
60,7,2,3.00661545329046e-18,22189264.2492235
60,7,3,3.84595411399624e-20,10208127158111.5
60,7,4,4.49661264028686e-10,140478118847.58
60,7,5,3.2634537416691e-10,2018676.30658425
60,7,6,2.12371258614726e-26,339101.577382729
60,7,7,6.40194110513126e-24,828533.66856107
60,7,8,4.27777433527292e-20,142.943262436891
60,7,9,1.03486582913012e-19,347171329645.366
60,7,10,5.69920448876846e-19,3395145078.13866
60,7,11,6.27107808084241e-17,475317181340207
60,7,12,7.10742730750402e-18,8910098800678.4
60,7,13,3.81568625248447e-20,556641193.6545
60,7,14,3.93078353155982e-22,59999.261770005
60,7,15,4.38210106279254e-13,0.158459299572004
60,7,16,3.06010562408743e-14,45654152698069928
60,7,17,1.3864993655169e-16,19.7353703231629
60,7,18,8.47884791424398e-24,191152835222.001
60,7,19,2.95296775777415e-23,274291.733093007
60,7,20,1.22630342026051e-18,8.58069013718043
61,7,1,1.09581871342098e-25,56421219030179176
61,7,2,1.59700915458284e-14,666994966865027200
61,7,3,1.31546111650998e-20,5261192280861.24
61,7,4,7.18621590316064e-16,4.29234298168402e+25
61,7,5,3.09768640001766e-13,3.19565804070295e+20
61,7,6,6.84976141512141e-28,66163226239.228
61,7,7,1.49905418326606e-22,9077061875433.74
61,7,8,1.01424726304788e-19,0.087748781937475
61,7,9,2.38773925951874e-24,267687828769243616
61,7,10,2.02898112186378e-13,219782164908.121
61,7,11,1.23184336262207e-17,185538602.294723
61,7,12,1.09022551266184e-23,212870229864286
61,7,13,5.8789223794234e-18,3470864.23345508
61,7,14,1.63288036890268e-27,683133344257.462
61,7,15,1.41116465789113e-20,164.080389037324
61,7,16,7.83622419378942e-19,22744280352414097408
61,7,17,5.60392096922269e-22,19.8778247852412
61,7,18,2.00630611657785e-21,1017535922361725568
61,7,19,1.87113565637952e-27,437190292742643
61,7,20,5.90008058511019e-26,8010014826707.49
62,7,1,1.71737421323462e-18,52969799196015.8
62,7,2,9.85461752747814e-14,95794570885.0234
62,7,3,1.2173326432063e-17,44320929073950.3
62,7,4,3.20504397702416e-16,259371705409784480
62,7,5,1.96299202970778e-12,9.71010543577604e+26
62,7,6,2.10866435813167e-25,12438824025.162
62,7,7,8.88343271653641e-23,403610264.388495
62,7,8,9.07322084347468e-21,0.0981395347061483
62,7,9,2.02069445187154e-20,3260131214850576
62,7,10,3.96540285267189e-17,4097454942416.09
62,7,11,4.68086500491764e-15,72312937705.3896
62,7,12,2.27447894951254e-23,90622977922136176
62,7,13,3.32914747142166e-14,9088.92280593153
62,7,14,5.36090713115432e-27,25.8997757830034
62,7,15,3.15279157798464e-15,0.541729544193759
62,7,16,2.1547874159733e-08,34719710752933302272
62,7,17,3.95401582383035e-14,5276.70190180395
62,7,18,1.65633930869794e-22,4757277146841524
62,7,19,3.52621896735074e-25,5047167931985404928
62,7,20,4.61272104633358e-24,0.476683813939773
63,7,1,2.80818098026316e-22,13761695290877400
63,7,2,6.13266422468364e-20,24405795.2241322
63,7,3,1.43392189764247e-19,6399763062514.58
63,7,4,1.75157151649955e-18,35067573994576.7
63,7,5,5.4457488032388e-11,5.81204353088714e+21
63,7,6,5.04449172651434e-32,135317331593.323
63,7,7,1.45298197299817e-20,143191337671.794
63,7,8,1.8938249205631e-20,136.708007815654
63,7,9,4.87517927438722e-20,145239906991454
63,7,10,2.55899507702754e-22,71053181047957824
63,7,11,1.24448517404888e-18,2887987279405811
63,7,12,3.81932158769586e-23,283483129304669
63,7,13,9.96945150547777e-23,56346483175.0257
63,7,14,5.93597921436604e-27,455.998566725228
63,7,15,1.75309246659757e-20,26.3805465526324
63,7,16,6.84847401972371e-17,1.76520478779028e+22
63,7,17,3.0045204675286e-21,179.279374012566
63,7,18,3.54011458048091e-28,2203224155172.65
63,7,19,1.95518330378192e-26,5021810165.47432
63,7,20,1.74054447652984e-22,4445939629.98718
64,7,1,4.06293757241846e-23,21665257722953372
64,7,2,6.28507618982386e-16,1867998380.57952
64,7,3,8.31832890219983e-22,63216627352.0623
64,7,4,7.88531593081204e-15,444408794523531
64,7,5,3.23116852176246e-09,5.99478367542814e+20
64,7,6,6.56896310324059e-28,103831785.931757
64,7,7,9.13757410308137e-26,8835220.9350335
64,7,8,1.60840735335515e-19,204037.352520612
64,7,9,1.81946502332931e-19,7338494509105.4
64,7,10,2.08433097450298e-12,173636785875576
64,7,11,5.16416226295484e-16,869235779458.932
64,7,12,3.55085815379141e-24,3534178984404328
64,7,13,5.88498930257559e-19,358129.287656091
64,7,14,5.17692875260333e-22,66967.0372144446
64,7,15,1.49451517037907e-19,107.301545418171
64,7,16,1.38296709093324e-11,112309330744042496
64,7,17,4.33929164075179e-14,962.990045764751
64,7,18,2.05854117353098e-19,710598616374228864
64,7,19,6.05831660142411e-28,457880862496.967
64,7,20,1.2823537621921e-24,955.889345245643
65,7,1,2.89811040239931e-24,38168747867112.7
65,7,2,7.70983732188703e-18,172637103.354893
65,7,3,2.65251680027233e-22,2239549948177.64
65,7,4,9.11389036049481e-14,15122477430040.4
65,7,5,5.02138675090531e-11,7.95538873133728e+27
65,7,6,3.35163328308033e-25,37566718.422352
65,7,7,2.15511595964817e-24,49836368146.0041
65,7,8,2.06958941296387e-19,40.1513132696935
65,7,9,4.55177242725127e-20,1012221295561364
65,7,10,5.63225986711115e-19,1225117012029032
65,7,11,7.1079109265311e-19,22733651626741.4
65,7,12,6.32926062307935e-24,76420787899046208
65,7,13,2.96531489265369e-21,430332.367161586
65,7,14,9.02195768933977e-25,81611317.3141038
65,7,15,6.4791047008686e-18,126.433356657318
65,7,16,5.67469739935868e-20,1.11355055892193e+20
65,7,17,1.41415586720805e-20,937478.447045449
65,7,18,1.62617882827044e-17,460129098276833984
65,7,19,5.37011707934919e-27,1153284086943157760
65,7,20,2.31548610134349e-27,24650040.1835377
66,7,1,2.49077640228511e-23,800258997001.688
66,7,2,4.20134621414762e-18,19619.7491862773
66,7,3,4.24500243643925e-21,29256205810851.4
66,7,4,1.88158334180887e-11,3368478255482.31
66,7,5,4.05045245173788e-08,28455451261851604
66,7,6,3.83425267949998e-25,4063321.90744525
66,7,7,1.30956073795982e-19,271518185.010641
66,7,8,8.34399383821379e-20,0.0126157886808154
66,7,9,9.89916199594232e-14,307940947209.052
66,7,10,1.27451663438011e-20,149291381.974415
66,7,11,9.30492845955449e-16,6750211866.62415
66,7,12,6.56408135416914e-16,34150727899352.1
66,7,13,6.12699809166997e-18,95707.9610234925
66,7,14,4.78682967951264e-21,216242095.090568
66,7,15,1.96698209351199e-17,0.321906240984126
66,7,16,2.03290224089223e-20,2.46587704937276e+21
66,7,17,7.498137273915e-19,0.341234952273026
66,7,18,5.01425592443722e-25,1271394319188.58
66,7,19,3.60152894664232e-22,653446297.360239
66,7,20,5.55615092929424e-20,11025945166.0792
67,7,1,3.99085029710342e-19,123575169.193573
67,7,2,1.7181689687012e-17,1280295715734.4
67,7,3,8.97964308997703e-19,9969330262736.91
67,7,4,4.34427627512236e-17,390891754070749
67,7,5,5.84232484144454e-13,1.63894346596481e+22
67,7,6,8.69919846238795e-18,15791736.9385394
67,7,7,1.25588629128982e-15,2325263190.93334
67,7,8,1.0843083256291e-16,0.000262178913108447
67,7,9,1.04117397158044e-17,865244360697658
67,7,10,3.57358659881391e-18,94032436006.1141
67,7,11,4.30311306385447e-17,13884563396198042
67,7,12,3.68856280280957e-21,1980103.76239754
67,7,13,1.50794998573059e-17,190429779945.138
67,7,14,3.62663383588186e-22,56026503.7933302
67,7,15,2.83885481958896e-16,0.292987482778526
67,7,16,1.12294148038883e-12,32026680521594634240
67,7,17,7.66707254067784e-17,77262.4210253486
67,7,18,2.30133938658966e-23,585794045352.013
67,7,19,4.46104910110572e-16,3395434877529.36
67,7,20,3.4721301264671e-20,0.25548441152152
68,7,1,6.1425106879846e-22,1472362803594238
68,7,2,6.34473809672564e-16,833073.245336867
68,7,3,2.32172368610489e-23,8950351879.04677
68,7,4,2.64110463196472e-13,594529407280.033
68,7,5,9.29941922071547e-08,161714350324350176
68,7,6,3.68381825920485e-27,14747412720705.8
68,7,7,1.03322576470184e-22,6605699.41321286
68,7,8,5.96383303408052e-19,117.230589589531
68,7,9,4.62038350105908e-18,38475786421772.5
68,7,10,4.47621001006018e-21,8416257688229.46
68,7,11,3.89492146825652e-14,375925325.330654
68,7,12,4.52638667001786e-21,27301606034777904
68,7,13,6.22328715624557e-18,13682.1332345839
68,7,14,1.35250233130086e-22,1337.38198946806
68,7,15,2.23311792647527e-13,61.8285359372674
68,7,16,1.4184929345346e-16,132131664547023488
68,7,17,1.61426788924976e-16,0.860021415090929
68,7,18,7.89766102997479e-25,458552237475962
68,7,19,8.53100949962743e-25,275795430774877
68,7,20,1.64675897962126e-20,11818965.9111074
69,7,1,2.245305098282e-20,69392567055618.3
69,7,2,6.87168086934382e-14,845778146930378
69,7,3,2.30460650496799e-21,2547668599744498
69,7,4,2.21574027990938e-14,452342957237810816
69,7,5,1.49609089135903e-08,44071591563836645376
69,7,6,8.24831113433971e-26,430455605.818131
69,7,7,7.80960436544981e-23,26304375898.4614
69,7,8,3.65381086238468e-13,1001.76888515664
69,7,9,7.6849948990552e-18,4203695614535889408
69,7,10,1.6004914826979e-22,2329967622835025
69,7,11,3.69959471040476e-16,190228407929970
69,7,12,5.21215676438224e-25,40049518824.2983
69,7,13,2.40627916090392e-12,79069691.8073613
69,7,14,1.53887627927282e-24,217374156.032158
69,7,15,1.51936069777413e-18,122.769399675226
69,7,16,1.34063292429618e-17,1.7624066802568e+19
69,7,17,5.27049266952587e-16,367250.264311307
69,7,18,3.00113415040812e-24,2634358590899951
69,7,19,9.92376711331221e-23,44228431218557256
69,7,20,9.80965164107267e-20,350.79180705472
70,7,1,2.75537681852218e-26,10171669662487605248
70,7,2,5.34302921876862e-19,58158580400.9069
70,7,3,4.07855293146039e-20,3524367152498078
70,7,4,3.23188433534041e-14,1915906187704461312
70,7,5,4.32617337314727e-11,3.68493185617407e+25
70,7,6,1.69807887537503e-24,155213701184407
70,7,7,2.31169848357508e-27,1597572908773.34
70,7,8,7.92631763186908e-23,16132.6692562735
70,7,9,3.41766661418418e-21,2247871780189175296
70,7,10,3.82149715353019e-16,26834097329726230528
70,7,11,1.87926978824852e-17,784097905623.239
70,7,12,3.33774889892037e-29,1042902040535324928
70,7,13,1.02896599833497e-18,151841427.398357
70,7,14,6.587540589366e-27,42925945.1532705
70,7,15,1.57961570591888e-20,517426.078831841
70,7,16,6.5976572230529e-17,3.40652453202097e+23
70,7,17,6.61498752457772e-22,316633.634358888
70,7,18,1.15991075253102e-27,767248536597783552
70,7,19,3.31595639596937e-27,1754175832092241920
70,7,20,9.03697656823163e-27,11678042157.1459
71,7,1,3.82483865600697e-27,54208874.3372601
71,7,2,1.93852332244529e-18,27299457298908.9
71,7,3,4.72062564886089e-21,54624866815182
71,7,4,3.91696203837163e-15,3.41949219186389e+21
71,7,5,4.92578510995801e-14,1.47254514755985e+20
71,7,6,7.90402728185624e-32,1484763.33172226
71,7,7,5.31259130648882e-25,8415843.92034269
71,7,8,9.46281747442556e-22,0.118858035542919
71,7,9,8.70280334363389e-17,443049182698861
71,7,10,3.83700987026019e-16,204314459.887108
71,7,11,1.81934992009299e-20,1198606413505.43
71,7,12,1.27663391075945e-23,668357197694319
71,7,13,1.53346083579308e-15,266184476063.098
71,7,14,1.5315364111953e-25,42898470555.7245
71,7,15,8.49982869101982e-21,5.18543396394881
71,7,16,8.61739576874024e-18,79776105781320859648
71,7,17,4.53337027855454e-19,90058.2021053072
71,7,18,1.63714243812328e-16,5986767922850746
71,7,19,7.16778319262297e-27,58760215497.8569
71,7,20,1.63518143736851e-23,25055333620119444
72,7,1,2.94244841480631e-21,73294047150626078720
72,7,2,2.73846969450038e-18,139387780216653
72,7,3,5.5702069788842e-16,4374427811.94471
72,7,4,6.03546547925988e-17,3.37338978112792e+21
72,7,5,1.86088039586731e-12,1.10836623181225e+29
72,7,6,6.71632696809481e-31,13493141031.477
72,7,7,2.28616976812676e-27,2542310486938.28
72,7,8,6.10254421763149e-19,1.33767328293828
72,7,9,1.27095828946619e-24,1617609267650185984
72,7,10,1.86099740244122e-22,305377572243678592
72,7,11,1.17644836195708e-16,10615492594.1206
72,7,12,9.64160905251757e-26,120848765805.539
72,7,13,3.05898293559465e-20,69110.7286959323
72,7,14,3.88373921929875e-27,389502.481441416
72,7,15,8.93513172675743e-19,127916.196037814
72,7,16,1.94545978033893e-16,2.87167613194502e+21
72,7,17,4.20435167270903e-20,3732948.94428612
72,7,18,1.24519373110279e-26,148756989584292160
72,7,19,2.0164045346007e-21,47109868068537616
72,7,20,6.4787945471107e-24,2572371415.98947
73,7,1,3.68599240946929e-23,176666278262.594
73,7,2,2.16544683710117e-16,58240.702099342
73,7,3,1.55669047546801e-24,7464755003093.43
73,7,4,1.47125320183778e-12,3964871303093.17
73,7,5,1.03962989837004e-08,234865947520363488
73,7,6,3.2087015174617e-30,509147645.830092
73,7,7,2.04789445670734e-23,171567582.519308
73,7,8,4.53569482630772e-21,1554.76318560149
73,7,9,4.01398502381374e-20,18074055914.2961
73,7,10,6.30166413886091e-19,13495979617500474
73,7,11,2.57604234440265e-15,52154852166.0637
73,7,12,5.94663246501663e-25,1161649136438670
73,7,13,5.17589818805764e-21,336179635.316634
73,7,14,2.082559684242e-23,6996769.06263096
73,7,15,2.71776100206047e-19,1.79597880387941
73,7,16,2.41545439844429e-19,8993456084848619
73,7,17,7.18311770598922e-20,0.33155849242675
73,7,18,5.76308208838989e-23,59205600207364.2
73,7,19,4.96662301244692e-27,503447.842965919
73,7,20,1.68709489504926e-25,22978218.2788625
74,7,1,2.5112254942789e-23,782468057185069
74,7,2,7.44287710337225e-17,1765039887161.84
74,7,3,1.09388002324362e-22,2840738602819.79
74,7,4,7.89229481285199e-19,73888699665183168
74,7,5,1.91442524432823e-10,26029820420593504
74,7,6,1.12993702980198e-23,99560.2399071131
74,7,7,5.49398558201221e-21,7684080.50745697
74,7,8,1.65235024456805e-19,1.02520408491486
74,7,9,5.43382587822808e-19,4764377205705.46
74,7,10,1.88505015923953e-16,8379930642.59746
74,7,11,6.97072489962848e-16,89850515.1113955
74,7,12,4.76165895856342e-20,50563692837.3628
74,7,13,3.20495116209523e-18,3676979.22483994
74,7,14,8.67722371149714e-23,6612.32472112534
74,7,15,7.49205375777545e-15,0.536345268132031
74,7,16,6.22606404093941e-13,15297821315726694400
74,7,17,3.24759521189751e-14,0.0961510136657289
74,7,18,8.20116133202285e-25,35279080476051.9
74,7,19,4.81919693612876e-26,753014.148629932
74,7,20,1.15151556200016e-19,1723.75516681588
75,7,1,4.08345115530655e-26,22969704.1307773
75,7,2,2.87916714361074e-16,1286143540.36319
75,7,3,2.8569946234093e-20,3479505568.5576
75,7,4,2.35226720616058e-17,14801205275.8475
75,7,5,4.32193750173858e-14,6807897836836818
75,7,6,4.11436154799659e-25,195932.010103376
75,7,7,3.42145992049614e-15,19523100.7643046
75,7,8,2.57709718674618e-11,0.144409488584554
75,7,9,5.00668731215974e-20,12849058927118.9
75,7,10,4.30568376583066e-19,18998922121.1658
75,7,11,9.23790643791778e-19,227665798076856
75,7,12,3.37739570442599e-26,1775823862898.36
75,7,13,7.87707013135293e-23,1622540.59616635
75,7,14,1.96816088760919e-26,162141.867505947
75,7,15,5.44968220730942e-16,81411069.7255793
75,7,16,1.10718063829365e-12,2328328737013079552
75,7,17,1.2376622783849e-19,5.6604529936074
75,7,18,1.50942250946781e-19,1030722382234476
75,7,19,1.5622313435983e-27,1545013644.08757
75,7,20,1.63116256910157e-23,716.88966088683
76,7,1,4.6319917815538e-18,40563572214.8461
76,7,2,3.34595926674924e-12,6986852769.19907
76,7,3,6.90829604431729e-20,9816611312370.36
76,7,4,4.86530190734608e-10,180617435056865536
76,7,5,5.17968283423812e-13,1539403137656.48
76,7,6,1.06623751159116e-21,401009134088488
76,7,7,1.80446239776089e-15,634305530.018573
76,7,8,7.14007029042293e-22,0.0160258402981879
76,7,9,9.13269210976177e-24,39463272752403.1
76,7,10,3.73157746914052e-18,698788789053.979
76,7,11,1.30681854035187e-14,10694930.584605
76,7,12,1.07793181636032e-20,3193344928029.52
76,7,13,7.05752717650748e-17,15319.824711335
76,7,14,1.15827349533316e-24,528.98097506226
76,7,15,1.43771138162971e-14,0.578157345239226
76,7,16,5.35446942885797e-12,1768362684168976384
76,7,17,4.86679186418596e-18,2.48054398714121
76,7,18,2.82046636122299e-25,135157907073267
76,7,19,3.66869357348007e-23,1340540750465.61
76,7,20,8.78514252826544e-23,64.9051837976047
77,7,1,8.7033061954125e-19,41831803842157363200
77,7,2,6.48408620971481e-15,95956967.5005037
77,7,3,4.94002157077511e-19,4124429751350.51
77,7,4,1.68224224548485e-14,293422418583948
77,7,5,4.58172401606944e-07,60719614699823.8
77,7,6,1.32690076325941e-25,32721254069.8022
77,7,7,3.55242255306241e-21,10583882120.2856
77,7,8,6.54926287996911e-17,602.084616984042
77,7,9,9.86371910309729e-19,1193548958876.06
77,7,10,2.66823101028264e-16,518153606368.795
77,7,11,9.4498832374308e-16,13278649.5036806
77,7,12,3.1381022288559e-20,224383740726346
77,7,13,4.01619544872688e-16,149530.700653299
77,7,14,7.90976254983714e-19,2991723.88168398
77,7,15,6.10653471039569e-11,2921.05057493164
77,7,16,5.09197598845253e-17,509271542665.084
77,7,17,1.61463718290727e-12,1.87801309321153
77,7,18,1.10999583369623e-21,1844138113151074
77,7,19,1.80755616792737e-26,212083081485.958
77,7,20,7.42962248134816e-18,62684.0434448819
78,7,1,1.47408470199199e-27,793233613432.352
78,7,2,4.94741842134072e-21,653461.279132195
78,7,3,2.5899009471453e-20,1713067756.76083
78,7,4,2.78655040247455e-10,628485842539.163
78,7,5,8.89437099147529e-13,4.28121844299765e+28
78,7,6,1.82906226877002e-31,417860316639.755
78,7,7,3.6728407839667e-16,13149572.024258
78,7,8,2.27409351621786e-19,17033.7613219361
78,7,9,2.41800510904607e-19,9770745938.65482
78,7,10,1.70076759413813e-20,873370886262.366
78,7,11,3.81513142145598e-13,1244068903569.96
78,7,12,1.86609967411487e-25,25938411683385180160
78,7,13,2.65428791956829e-21,10905989152.3884
78,7,14,5.00968303557431e-23,8175.65601352831
78,7,15,8.86521855480424e-25,2.5324503346679
78,7,16,3.22987587770692e-19,4141775790955725
78,7,17,4.69744631943717e-21,4718.67864534085
78,7,18,6.35348929296241e-27,108825048511766
78,7,19,1.08773049101837e-24,6984835745632218
78,7,20,8.99805106079364e-28,300.590322709347
79,7,1,1.0788669722722e-15,1119474956560260
79,7,2,6.2856822870697e-16,9870336168600.98
79,7,3,2.30135921806668e-23,208611311949844
79,7,4,2.71007416704833e-11,997598899289430
79,7,5,5.45469004811722e-13,1.81668593136377e+20
79,7,6,3.08977584412292e-24,445702476676.962
79,7,7,1.37711340456543e-20,56892972603.1821
79,7,8,5.15594677830538e-18,0.000716824928320146
79,7,9,3.56833190284696e-18,4832993404657103
79,7,10,2.46894148109135e-21,96322846799513248
79,7,11,3.88097541587476e-13,527750728342.562
79,7,12,9.22330641744618e-22,117597651580.781
79,7,13,3.20577435077216e-17,2403880.35661378
79,7,14,5.25750324757652e-26,5.7947818879775
